file_path,obj_label,x_min,y_min,e1,e2,x_max,y_max,e3,e4
threat_items_dataset/bag_1401_rf_a150f7704aa16ef37d19f6d4defa6e28.jpg,BLADE,0.4015625,0.546875,,,0.49375,0.6984375,,
threat_items_dataset/bag_0986_rf_87d3d75b66492dfa383e92a160a7b385.jpg,BLADE,0.44375,0.6640625,,,0.5390625,0.803125,,
threat_items_dataset/bag_1411_rf_faf52e485df21c4a22c76f16e85afee2.jpg,BLADE,0.28125,0.29375,,,0.41875,0.503125,,
threat_items_dataset/bag_0489_rf_1e0e8d017b0c7112541b475bc6993094.jpg,KNIFE,0.6296875,0.084375,,,0.75,0.615625,,
threat_items_dataset/bag_0488_rf_cf9b8026fabbcfd35642319404083593.jpg,SHURIKEN,0.4078125,0.0828125,,,0.675,0.4203125,,
threat_items_dataset/bag_0449_rf_99e4c6623c8b2e2e1e58990a479ae4f2.jpg,BLADE,0.384375,0.3578125,,,0.5171875,0.559375,,
threat_items_dataset/bag_0553_rf_368c86f0df371d4a7e5ffe17410118c3.jpg,SHURIKEN,0.3359375,0.0875,,,0.5078125,0.4265625,,
threat_items_dataset/bag_0591_rf_55111c9247fbc264b314a46afb26cf3e.jpg,GUN,0.3734375,0.6015625,,,0.6875,0.925,,
threat_items_dataset/bag_0926_rf_16478d1c9a330a45560bd3f93b2383f5.jpg,BLADE,0.3875,0.4953125,,,0.553125,0.6578125,,
threat_items_dataset/bag_0414_rf_62d52c25fbaaa2162eb2699f05e69163.jpg,SHURIKEN,0.2921875,0.440625,,,0.3578125,0.678125,,
threat_items_dataset/bag_0162_rf_a61a0fee335a53b97aa8c3349b117e76.jpg,GUN,0.4421875,0.3515625,,,0.8140625,0.8109375,,
threat_items_dataset/bag_0744_rf_0636c01487cc2336fd664cf5bdb31843.jpg,SHURIKEN,0.565625,0.1375,,,0.728125,0.509375,,
threat_items_dataset/bag_0172_rf_da41c109fe879a352ceba3cc4f00b5a6.jpg,KNIFE,0.434375,0.821875,,,0.715625,0.9953125,,
threat_items_dataset/bag_0489_rf_b1d7ecfbcb10ebdf28a6f30e7ebf12a0.jpg,KNIFE,0.6296875,0.3875,,,0.75,0.91875,,
threat_items_dataset/bag_0097_rf_6046d82290018f2373515b6fa76db364.jpg,GUN,0.415625,0.31875,,,0.7890625,0.7625,,
threat_items_dataset/bag_1043_rf_eb73d80ec5d6b52130321f6aa8f5c0cc.jpg,SHURIKEN,0.34375,0.0828125,,,0.615625,0.421875,,
threat_items_dataset/bag_0413_rf_94d4bd60b866d6c6b5e03cd65674cced.jpg,SHURIKEN,0.6453125,0.4546875,,,0.7109375,0.690625,,
threat_items_dataset/bag_0489_rf_1e0e8d017b0c7112541b475bc6993094.jpg,SHURIKEN,0.3328125,0.0828125,,,0.603125,0.421875,,
